Id,Age,Gender,Marital_status,Numofcomp_worked,Work_Experience,Last_salary,Salary_hike,Work_hours,Traveling_required,NoticePeriod_buyout,Job_type,Whether_comp_Possess_vehicle,Work_location,Traveltowork_distance_time,Work_area_living_cost,Public_transport_nearby,Current_employment,Offer_letter_Processtime_week,Bonus,Allowance,Overtime_pay,Emp_shares_scheme,Performance_incentive,Annual_leave,Medical_Family,Child_day_care,Nursing_room,Parking,Comp_size,Comp_rating,Work_life,Stresslevel,Accept_offer
3635,27-33,Male,Single,0-2',5,7-10K,25-50%,24/7 Operation,No,No,Permanant,No,Business Centre,Near,High Cost,No,Working,3,No,No,No,No,No,More Than 12 Days,No,Yes,No,Yes,More Than 5000,High,High,High,No
3636,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Permanant,Yes,Town,Near,High Cost,No,Working,4,No,No,No,Yes,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3637,34-40,Male,Married,9 Above,8 Above,10-15K,75-100%,Flexible Hours,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
3638,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,Yes
3639,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3640,27-33,Female,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
3641,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Contract,No,Outskirt Town,Far,Average,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
3642,27-33,Female,Married,0-2',5,3.5-7K,<25%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,Low Cost,No,Unemployed/Resigned,3,No,Yes,No,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3643,19-26,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3644,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,4,No,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3645,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,High Cost,Yes,Unemployed/Resigned,4,No,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3646,27-33,Female,Married,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Near,Average,Yes,Working,2,No,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,High,High,No
3647,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,4,No,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3648,19-26,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,Yes,Unemployed/Resigned,2,Yes,Yes,Yes,No,No,More Than 12 Days,No,Yes,Yes,Yes,More Than 5000,High,High,High,Yes
3649,27-33,Male,Single,0-2',5,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Contract,Yes,Business Centre,Far,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
3650,34-40,Male,Single,0-2',5,15K Above,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,No,Working,5,Yes,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,Low,High,No
3651,19-26,Female,Married,0-2',5,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Centre,Average,High Cost,Yes,Working,5,Yes,Yes,Yes,No,No,More Than 12 Days,No,Yes,No,Yes,More Than 5000,High,High,High,No
3652,19-26,Female,Married,0-2',5,3.5-7K,50-75%,Flexible Hours,No,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
3653,34-40,Male,Single,6-8',8,10-15K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,Less Than 200,High,Low,High,Yes
3654,27-33,Female,Married,0-2',5,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Outskirt Town,Near,Average,No,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
3655,19-26,Female,Single,0-2',8,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,Yes,No,No,Less Than 200,High,High,High,Yes
3656,27-33,Female,Single,0-2',8,15K Above,<25%,Mon-Fri,No,No,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
3657,34-40,Male,Married,3-5',8 Above,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,No,No,No,No,Yes,Less Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3658,19-26,Male,Single,3-5',5,3.5-7K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
3659,27-33,Male,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,Yes
3660,19-26,Male,Married,3-5',5,7-10K,50-75%,24/7 Operation,Yes,Yes,Permanant,Yes,Outskirt Town,Near,Average,No,Working,4,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
3661,19-26,Female,Single,3-5',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
3662,19-26,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3663,34-40,Female,Married,3-5',8 Above,7-10K,<25%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
3664,19-26,Female,Married,0-2',5,3.5-7K,25-50%,24/7 Operation,No,No,Permanant,No,Outskirt Town,Near,High Cost,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,Less Than 200,High,High,High,No
3665,27-33,Male,Married,0-2',8,7-10K,50-75%,Mon-Fri,No,No,Permanant,Yes,Town,Average,Average,Yes,Working,3,Yes,No,Yes,No,Yes,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
3666,19-26,Female,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Permanant,No,Outskirt Town,Average,Average,No,Working,2,No,Yes,No,No,Yes,More Than 12 Days,No,No,No,Yes,Less Than 200,High,High,High,No
3667,27-33,Female,Married,3-5',8,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Low Cost,No,Working,3,Yes,No,No,No,Yes,More Than 12 Days,Yes,No,No,Yes,500 to 2000,High,High,High,Yes
3668,19-26,Male,Single,0-2',2,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,More Than 5000,Low,High,High,No
3669,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
3670,19-26,Female,Married,0-2',5,3.5-7K,50-75%,Flexible Hours,No,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
3671,19-26,Male,Single,0-2',2,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,More Than 5000,Low,High,High,No
3672,27-33,Female,Married,0-2',5,3.5-7K,<25%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,Low Cost,No,Unemployed/Resigned,3,No,Yes,No,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3673,34-40,Male,Single,3-5',8 Above,7-10K,50-75%,24/7 Operation,No,Yes,Contract,Yes,Town,Average,Average,Yes,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3674,19-26,Female,Married,0-2',5,3.5-7K,50-75%,Flexible Hours,No,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
3675,19-26,Female,Married,0-2',5,3.5-7K,50-75%,Flexible Hours,No,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
3676,27-33,Female,Married,0-2',5,3.5-7K,50-75%,24/7 Operation,No,Yes,Permanant,Yes,Business Centre,Near,High Cost,No,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,No,200 to 500,High,High,High,Yes
3677,19-26,Male,Single,0-2',5,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,Yes,Less Than 12 Days,No,No,No,No,500 to 2000,High,Low,High,No
3678,19-26,Female,Married,0-2',2,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Centre,Average,High Cost,Yes,Working,2,No,Yes,No,No,Yes,Less Than 12 Days,No,No,No,No,500 to 2000,High,Low,High,No
3679,27-33,Female,Married,3-5',5,7-10K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Business Centre,Far,High Cost,No,Working,3,No,No,No,No,No,More Than 12 Days,Yes,No,Yes,No,2000 to 5000,High,Low,High,No
3680,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,Yes,Town,Near,Average,Yes,Unemployed/Resigned,2,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
3681,27-33,Female,Single,0-2',5,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Contract,No,Business Centre,Near,High Cost,No,Working,5,No,No,No,No,Yes,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3682,34-40,Female,Married,3-5',8,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Near,Average,Yes,Working,2,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,No
3683,34-40,Male,Married,3-5',8 Above,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,No,No,No,No,Yes,Less Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3684,34-40,Female,Married,3-5',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
3685,19-26,Female,Single,3-5',2,3.5-7K,<25%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,High Cost,No,Working,2,Yes,No,Yes,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
3686,27-33,Female,Married,0-2',8,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
3687,27-33,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,Yes,Permanant,Yes,Outskirt Town,Far,Average,No,Working,5,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,Low,High,No
3688,34-40,Male,Married,3-5',8 Above,15K Above,25-50%,Mon-Fri,No,Yes,Permanant,Yes,Outskirt Town,Average,High Cost,Yes,Working,4,Yes,No,Yes,No,No,More Than 12 Days,Yes,No,No,Yes,More Than 5000,High,High,High,Yes
3689,19-26,Male,Married,3-5',5,3.5-7K,25-50%,24/7 Operation,No,No,Permanant,Yes,Town,Near,High Cost,No,Working,4,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
3690,27-33,Male,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
3691,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,500 to 2000,Low,High,High,No
3692,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,High Cost,Yes,Unemployed/Resigned,4,No,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3693,40 Above,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,Yes,No,No,No,More Than 5000,High,Low,High,Yes
3694,19-26,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,No,Contract,No,Outskirt Town,Near,Average,No,Working,4,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,No
3695,34-40,Female,Married,3-5',8 Above,7-10K,<25%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
3696,19-26,Female,Single,3-5',5,3.5-7K,25-50%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,High Cost,No,Working,4,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
3697,19-26,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Near,Average,Yes,Unemployed/Resigned,3,Yes,No,No,No,Yes,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
3698,19-26,Female,Married,0-2',5,3.5-7K,25-50%,24/7 Operation,No,No,Permanant,No,Outskirt Town,Near,High Cost,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,Less Than 200,High,High,High,No
3699,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,Yes
3700,27-33,Male,Married,0-2',8,7-10K,50-75%,Mon-Fri,No,No,Permanant,Yes,Town,Average,Average,Yes,Working,3,Yes,No,Yes,No,Yes,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
3701,34-40,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,Low Cost,No,Working,5,No,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
3702,34-40,Male,Married,9 Above,8 Above,10-15K,75-100%,Flexible Hours,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
3703,34-40,Male,Single,9 Above,8,15K Above,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Near,Average,No,Working,5,No,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3704,19-26,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3705,27-33,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,No,Contract,No,Town,Average,Low Cost,No,Unemployed/Resigned,3,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,No
3706,27-33,Male,Married,3-5',8,3.5-7K,<25%,Flexible Hours,No,No,Contract,Yes,Business Centre,Near,High Cost,Yes,Working,3,Yes,No,Yes,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3707,27-33,Female,Married,0-2',8 Above,15K Above,75-100%,Mon-Fri,Yes,Yes,Permanant,No,Outskirt Town,Near,Average,No,Working,5,Yes,No,Yes,Yes,Yes,More Than 12 Days,Yes,No,Yes,No,More Than 5000,High,High,High,No
3708,27-33,Male,Single,0-2',5,7-10K,25-50%,24/7 Operation,No,No,Permanant,No,Business Centre,Near,High Cost,No,Working,3,No,No,No,No,No,More Than 12 Days,No,Yes,No,Yes,More Than 5000,High,High,High,No
3709,27-33,Male,Single,3-5',5,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Contract,Yes,Business Centre,Near,High Cost,No,Working,3,Yes,No,No,No,Yes,More Than 12 Days,No,Yes,No,Yes,More Than 5000,High,High,High,Yes
3710,27-33,Female,Married,0-2',8,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
3711,19-26,Female,Single,0-2',2,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Near,High Cost,No,Working,3,No,No,No,No,No,Less Than 12 Days,No,No,No,No,200 to 500,High,High,High,No
3712,27-33,Female,Married,3-5',8,7-10K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
3713,27-33,Male,Single,0-2',5,7-10K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
3714,19-26,Male,Single,3-5',2,3.5-7K,<25%,Mon-Fri,Yes,No,Permanant,No,Business Centre,Average,High Cost,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3715,19-26,Male,Single,0-2',8,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,5,No,No,No,Yes,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3716,34-40,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,Low Cost,No,Working,5,No,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
3717,19-26,Male,Married,3-5',5,3.5-7K,25-50%,24/7 Operation,No,No,Permanant,Yes,Town,Near,High Cost,No,Working,4,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
3718,19-26,Male,Married,0-2',2,3.5-7K,25-50%,Mon-Fri,No,No,Permanant,Yes,Town,Average,High Cost,Yes,Unemployed/Resigned,3,Yes,Yes,Yes,No,No,More Than 12 Days,No,Yes,No,Yes,More Than 5000,High,High,High,Yes
3719,19-26,Female,Single,3-5',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
3720,19-26,Male,Single,0-2',2,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Far,High Cost,No,Working,3,No,Yes,No,No,No,Less Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3721,19-26,Female,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,Less Than 200,High,High,High,Yes
3722,19-26,Female,Single,0-2',2,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Near,High Cost,No,Working,3,No,No,No,No,No,Less Than 12 Days,No,No,No,No,200 to 500,High,High,High,No
3723,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,4,No,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
3724,19-26,Female,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,Less Than 200,High,High,High,Yes
3725,19-26,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,Yes,Unemployed/Resigned,2,Yes,Yes,Yes,No,No,More Than 12 Days,No,Yes,Yes,Yes,More Than 5000,High,High,High,Yes
3726,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
3727,27-33,Male,Married,0-2',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
3728,27-33,Male,Single,0-2',5,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Contract,Yes,Business Centre,Far,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
3729,19-26,Male,Single,0-2',5,7-10K,50-75%,24/7 Operation,No,No,Contract,Yes,Business Centre,Near,Average,No,Working,4,No,Yes,Yes,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
3730,34-40,Male,Married,3-5',8 Above,15K Above,25-50%,Mon-Fri,No,Yes,Permanant,Yes,Outskirt Town,Average,High Cost,Yes,Working,4,Yes,No,Yes,No,No,More Than 12 Days,Yes,No,No,Yes,More Than 5000,High,High,High,Yes
3731,34-40,Female,Married,3-5',8 Above,7-10K,<25%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
3732,27-33,Female,Single,3-5',5,3.5-7K,50-75%,Flexible Hours,Yes,Yes,Permanant,Yes,Town,Average,Low Cost,No,Working,2,No,No,No,No,Yes,More Than 12 Days,Yes,No,No,No,500 to 2000,High,High,High,No
3733,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
3734,19-26,Male,Single,0-2',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,Yes,Business Centre,Near,Low Cost,No,Working,5,No,Yes,No,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
3735,19-26,Female,Married,0-2',2,3.5-7K,25-50%,Mon-Fri,No,No,Permanant,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,Yes,More Than 12 Days,No,No,Yes,Yes,2000 to 5000,High,High,High,Yes
3736,19-26,Female,Married,0-2',5,3.5-7K,50-75%,Flexible Hours,No,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
3737,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
3738,19-26,Male,Single,3-5',2,3.5-7K,<25%,Mon-Fri,Yes,No,Permanant,No,Business Centre,Average,High Cost,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
3739,19-26,Male,Single,0-2',5,7-10K,50-75%,24/7 Operation,No,No,Contract,Yes,Business Centre,Near,Average,No,Working,4,No,Yes,Yes,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
3740,27-33,Female,Married,0-2',5,10-15K,25-50%,Flexible Hours,No,No,Permanant,Yes,Town,Average,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,Yes,No,Yes,Yes,More Than 5000,High,High,High,Yes
3741,27-33,Female,Married,3-5',8,7-10K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
3742,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,Yes
3743,27-33,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,Yes,Permanant,Yes,Outskirt Town,Far,Average,No,Working,5,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,Low,High,No
3744,19-26,Male,Single,0-2',5,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,Yes,Less Than 12 Days,No,No,No,No,500 to 2000,High,Low,High,No
3745,27-33,Male,Single,3-5',5,7-10K,25-50%,24/7 Operation,Yes,No,Permanant,Yes,Business Centre,Far,High Cost,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,Low,High,No
3746,27-33,Female,Single,0-2',8,15K Above,<25%,Mon-Fri,No,No,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
3747,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
